imdbID,long imdb title,cast,genres,runtimes,country codes,language codes,year,director,rating,votes,companies,full-size cover url,plot
13223398,Beast (2022),13952911 3678893 2748615 5219139 12630795 2987867 8771756 0252961 13253039 7122558,action adventure drama horror thriller,93,us is jp,en,2022,0466349,5.6,34664,0005073 0169264 0450900 0453699,https://m.media-amazon.com/images/M/MV5BMmY5MDI2YmQtNDM0YS00ZWI3LTlmM2YtYWMzNjYyOWRiZGVhXkEyXkFqcGdeQXVyMTMzODk3NDU0.jpg,father teenage daughters massive rogue lion intent Savanna apex predator
0077869,The Lord of the Rings (1978),0345295 0820109 0774578 0000457 0151463 0345297 0083424 0185163 0000355 0118344,animation adventure fantasy,132,us gb es,en sjn,1978,0000835,6.2,34642,0066949 0006692 0529057,https://m.media-amazon.com/images/M/MV5BOGMyNWJhZmYtNGQxYi00Y2ZjLWJmNjktNTgzZWJjOTg4YjM3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,Fellowship Ring embark journey Ring Sauron reign Middle-earth
10362466,After We Collided (2020),6466214 2842005 0819851 0518321 6341784 2127038 0916518 4511271 0007018 0004900,drama romance,105,us,en zh,2020,0474955,5.0,34632,0698048 0767037,https://m.media-amazon.com/images/M/MV5BN2UyNGM3MDUtMTIzZi00ZDdkLThlYTktYjk0ZDMzM2JiMjMyXkEyXkFqcGdeQXVyNzE0MjkxMzA@.jpg,romance novel name love life young adults
2076298,Ip Man 4: The Finale (2019),0947447 0012078 2185928 1488865 6252151 0155587 0974597 2350173 6722260 4992120,action biography drama history,107,hk cn,yue en cmn,2019,0948159,7.0,34629,0015592 0085656 0706446 0672591,https://m.media-amazon.com/images/M/MV5BNzYyZWIwZjQtZGVjZi00NWIxLTk0ODMtNzA3YzE5MWM3OWI0XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg,Kung Fu master travels U.S. student local martial arts community Wing Chun school
0485851,The Air I Breathe (2007),0000102 0000365 0000409 0000412 0001264 0163988 0386472 0001845 0005026 0661992,crime drama thriller,95,us mx,en es,2007,0497528,6.7,34622,0154622 0166723,https://m.media-amazon.com/images/M/MV5BMTQ2NDY3NjU5NV5BMl5BanBnXkFtZTcwMTQ4ODQ1MQ@@.jpg,drama ancient Chinese proverb life emotional cornerstones happiness pleasure sorrow love businessman life horse race gangster future pop star crime boss doctor love life
1259014,Mesrine: Killer Instinct (2008),0001993 0208426 0000367 0500976 0001163 0025745 0859740 0239816 0102078 1343002,action biography crime drama thriller,113,fr ca it,fr en ar es,2008,0724938,7.5,34595,0006560 0097650 0229884 0069340 0028557 0093477 0004225 0090339 0046749 0125559,https://m.media-amazon.com/images/M/MV5BOTZhNWEwMDAtYzEyOC00NTVkLTgxZDktYjQwMDJiYjk2NmQ4XkEyXkFqcGdeQXVyODAwMTU1MTE@.jpg,story notorious French gangster Jacques Mesrine focus life early events Public Enemy France
0060153,Batman: The Movie (1966),0001842 0911431 0580886 0003110 0580565 0331319 0621002 0358076 0720106 0086636,action adventure comedy crime,105,us,en fr de he ja ru es sw,1966,0554169,6.5,34588,0878588,https://m.media-amazon.com/images/M/MV5BMmM1OGIzM2UtNThhZS00ZGNlLWI4NzEtZjlhOTNhNmYxZGQ0XkEyXkFqcGdeQXVyNTkxMzEwMzU@.jpg,Dynamic Duo supervillains world ransom help secret invention people
12908110,Mr. Harrigan's Phone (2022),0000661 5897057 3117884 11055907 4624730 0725975 0779659 2958419 0468414 5928378,drama horror mystery,104,us,en,2022,0359387,6.0,34585,0098315 0156994,https://m.media-amazon.com/images/M/MV5BMmY3NGYzZGUtZDJjMS00NmI1LTgzY2ItODEyODcxNmI5MzkxXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Mr. Harrigan Craig teen jobs smart phone pocket burial youth dead friend message return text
0102587,Only Yesterday (1991),0408030 0945839 0393365 0407372 1459729 8454833 0847706 8454834 1179611 0855384,animation drama romance,119,jp,ja bg,1991,0847223,7.6,34578,0003850 0048420 0125059 0016626,https://m.media-amazon.com/images/M/MV5BMTY5NjI2MjQxMl5BMl5BanBnXkFtZTgwMDA2MzM2NzE@.jpg,twenty-seven-year-old office worker countryside childhood Tokyo
0120595,Babe: Pig in the City (1998),0844294 0000342 0825566 0001682 0197354 0542706 0000444 0942833 0181920 0470941,adventure comedy drama family fantasy,97,au us,en,1998,0004306,5.8,34573,0066464,https://m.media-amazon.com/images/M/MV5BMjI4ZDQ3NjktNjQ4Mi00NjU2LWFiZTEtYzhjODNlM2VhYTIzXkEyXkFqcGdeQXVyNDIwODAwNzg@.jpg,Babe fresh victory sheepherding contest returns Farmer Hoggett farm Farmer Hoggett unable Babe big city farm
0361127,The Woodsman (2004),0000102 0004979 1073992 0001718 0000973 0502458 0788335 0723485 0080049 1403199,drama,87,us,en,2004,0975026,7.2,34569,0118438 0048235 0097503,https://m.media-amazon.com/images/M/MV5BMTk2NDI1NjM2OV5BMl5BanBnXkFtZTcwMjIzMTg4NA@@.jpg,child molester returns hometown years prison attempts new life
0367027,Shortbus (2006),0206225 0063750 2247413 0498271 1971769 1594672 2088623 0686042 1036221 0183170,comedy drama romance,101,us,en,2006,0593463,6.4,34564,0209877 0071294 0148560 0210895,https://m.media-amazon.com/images/M/MV5BZjkwMTk1OWMtZjg4ZC00YWVlLTkyZGItZTU4ZjQ5NDM0M2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,group New Yorkers romantic-sexual milieu converge underground salon infamous blend art music politics carnality
0099528,The Exorcist III (1990),0001715 0281130 0000374 0588553 0932116 0934113 0279297 0225191 0330150 0724673,drama horror mystery,110,us,en,1990,0087861,6.5,34545,0033472,https://m.media-amazon.com/images/M/MV5BN2U2Y2ZmNjAtZDkwMy00MzZiLWEzODYtZGIxODAyMGEwMjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,police lieutenant uncovers investigation series murders hallmarks deceased Gemini serial killer patients psychiatric ward
0116654,The Island of Dr. Moreau (1996),0000008 0000174 0000667 0000103 0726783 0607325 0209394 0254590 0001092 0000579,horror sci-fi thriller,96,us,en id,1996,0001239 0822582,4.5,34536,0046718,https://m.media-amazon.com/images/M/MV5BYjQxNmM5ODItMGM3Yi00N2VlLTkwNTEtNDZkNzUyYzA3MmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,island man inhabitants experimental animals strange-looking humans work visionary doctor
0107254,Jason Goes to Hell: The Final Friday (1993),0501154 0444443 0387987 0931736 0191688 0001292 0005404 0304579 0430074 0124100,fantasy horror thriller,87,us,en,1993,0546057,4.1,34538,0046718 0108859,https://m.media-amazon.com/images/M/MV5BMGUxZGViMDktOWM5OS00MTlmLTkzZTYtZWJmZGEzNjg1M2ZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Serial killer Jason Voorhees supernatural origins
11998558,Varisu (2023),0897201 8612305 1421767 0694893 0764877 0695177 9013042 0419707 6489058 1294683,action drama,169,in,ta en,2023,2449331,6.0,34524,0357405 0186583,https://m.media-amazon.com/images/M/MV5BYzQ1NmM3NTktY2RmMS00NzgxLWFiZjktM2JjYzY5N2IxNmIzXkEyXkFqcGdeQXVyMTMzNzIyNDc1.jpg,Vijay Rajendran happy to-go lucky man Things change father ill business empire
8108274,Tanhaji: The Unsung Warrior (2020),0222426 0451307 2821544 0004418 1360611 3583019 2777281 1795761 6149569 0219943,action biography drama history,135,in,hi,2020,3819854,7.5,34500,0489670 0095683,https://m.media-amazon.com/images/M/MV5BMDc5ZmQ3MzUtYTY4OS00YTE3LTkwNmItNmQ2ODIwNWM3MzY1XkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg,Tanhaji Malusare military chieftain army Maratha king Shivaji charge important Kondhana fort army fierce Rajput chieftain Udaybhan Rathod
9848626,Hotel Transylvania 4: Transformania (2022),1676221 1411125 1063517 0300712 0000114 0788340 0005450 1221047 7854903 0000376,animation adventure comedy family fantasy horror,87,us,en uk,2022,0238757 5844211,6.0,34492,0050868 0121181 0319272 0194736,https://m.media-amazon.com/images/M/MV5BYWJmNzRiMWEtNzk3Ni00OGU5LThlMDctYmJhMTA1YzEzNjY4XkEyXkFqcGdeQXVyMTM0NTUzNDIy.jpg,experiment Johnny monster everyone human able experiment
3813310,Cop Car (2015),0000102 6627667 4881741 0005179 0924154 7528381 0001718 7528382 7528383 7528384,crime thriller,88,us,en,2015,1218281,6.3,34482,0424445 0422626 0541701 0035058 0212295,https://m.media-amazon.com/images/M/MV5BOTMyMDc5OTUwMl5BMl5BanBnXkFtZTgwMjEwNjc3NTE@.jpg,small-town sheriff kids car joy ride
11301946,Beast (2022),0897201 5249562 1421754 3557375 6489058 10154968 2536215 13113295 10375007 5434119,action thriller,155,in,ta,2022,12135964,5.2,34482,0311458,https://m.media-amazon.com/images/M/MV5BNTJiY2MxY2UtNzE3Yy00OGQxLTllNmMtZjIxZDg2YTFhOTM2XkEyXkFqcGdeQXVyMTEzNzg0Mjkx.jpg,shopping mall Chennai terrorists visitors hostages Veera Raghavan spy mall hostages terrorists
0421994,Imagine Me & You (2005),0005305 0372176 0328828 0408309 0372117 0101740 0426855 2148241 1279721 0083795,comedy drama romance,90,gb de,en,2005,0662530,6.7,34470,0103694 0135566 0040024 0066028 0042399 0018857 0220329 0049524 0055954,https://m.media-amazon.com/images/M/MV5BNGM2ZTFlMjQtMTcwMi00NDFkLThlZjEtZTUwOGE5MjI0OTVjXkEyXkFqcGdeQXVyMTAyNjg4NjE0.jpg,newlywed bride becomes woman questions sexual orientation stir bride family friends
0066763,Anand (1971),0004435 0000821 0764407 0219946 0219947 0783996 0695155 0474931 0222743 1783998,drama musical,122,in,hi,1971,0611531,8.1,34468,0044508,https://m.media-amazon.com/images/M/MV5BMzI4MjcxNGMtZmY1Zi00ZGU5LTk4MDMtNTljMDJmYTNjZjcxXkEyXkFqcGdeQXVyMTA0MTM5NjI2.jpg,story ill man life fullest inevitable occurs best friend
9784456,The Kissing Booth 2 (2020),1428821 1525807 8624059 0000208 3253943 5114966 6085680 0421252 7193305 8788383,comedy romance,134,gb us,en,2020,1479803,5.7,34467,0144901 0812565 0411907 0296470 0907295,https://m.media-amazon.com/images/M/MV5BOWQ5ZGU2ZGQtOTJjYi00MWI3LWE1ZDQtM2EzOGI2MzJjNTA4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,sequel Kissing Booth high school senior Elle long-distance relationship dreamy boyfriend Noah college applications new friendship handsome classmate everything
1714209,In the Land of Blood and Honey (2011),1323562 1336552 0784884 0322963 0229314 0229301 1426138 2847544 4096341 1254426,drama romance war,127,us,bs sr hr en,2011,0001401,4.7,34453,0209646,https://m.media-amazon.com/images/M/MV5BMTM4NzQ0MzQ5M15BMl5BanBnXkFtZTcwMTA3NjgwNw@@.jpg,Bosnian War Danijel soldier fighting Serbs re-encounters Ajla Bosnian captive camp promising connection ambiguous motives
1171701,The Breath (2009),1759049 3103879 2461192 3104035 0814366 1702545 2595502 3105160 12414565 3580364,action drama thriller war,128,tr,tr,2009,2896395,8.0,34436,0229246 0135756,https://m.media-amazon.com/images/M/MV5BMjE2NjEyMDg0M15BMl5BanBnXkFtZTcwODYyODg5Mg@@.jpg,Story 40-man Turkish task force relay station
0090685,Back to School (1986),0001098 0001419 0949350 0330360 0000375 0925717 0000395 0001826 0000105 0951420,comedy romance sport,96,us,en,1986,0582635,6.6,34428,0001995 0183879,https://m.media-amazon.com/images/M/MV5BYzczNDE0ZTQtMTg2Ny00Zjg3LTkyODktNzM3OTc1ODdlYzBmXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,discouraged son college funloving obnoxious rich businessman school student
0114682,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0000648 0000664 0000491 0000330 0001100 0397124 0518715 0001606 0227039 0335275,comedy drama,109,us,en fr it,1995,0452319,6.7,34419,0005073 0009119,https://m.media-amazon.com/images/M/MV5BYjZmOTU3MjYtY2NhNi00ZmMxLWE5ZDgtNGVlYjVmOWMxYzI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,drag queens cross-country car breaks small town
5723272,In the Fade (2017),1485637 0100196 1208167 0608324 3119680 0499763 8747755 0015355 8342525 9952135,crime drama thriller,106,de fr,de el en tr,2017,0015359,7.1,34415,0002663 0440560 0314266 0534635 0022869 0190323 0123730 0091843 0361470 0018700,https://m.media-amazon.com/images/M/MV5BODc2NTkyZjEtMTYxNC00YTJmLTgzZjMtNTVmOTZmNDBhMjQ5XkEyXkFqcGdeQXVyODAzODU1NDQ@.jpg,Katja life collapses deaths husband son bomb attack time injustice Katja revenge
2398231,The Homesman (2014),0000169 0005476 3501146 0001584 1003081 0020658 0179224 1399770 0001209 0428055,drama western,122,fr us,en da,2014,0000169,6.6,34411,0048273 0035645 0029146,https://m.media-amazon.com/images/M/MV5BMTQ4NTkxOTEyMl5BMl5BanBnXkFtZTgwOTI1NzcwMzE@.jpg,women mad pioneer life country wagon pious independent-minded Mary Bee Cuddy turn low-life drifter George Briggs
0374569,Che: Part Two (2008),0065007 0763928 0001125 1503432 3183125 0069675 3182965 3182466 2683997 0004376,biography drama history war,135,es fr us de,es en,2008,0001752,6.8,34406,0024845 0058749 0214437 0080779 0002230 0310006 0305759 0289521,https://m.media-amazon.com/images/M/MV5BMTNmZGY4OTctYjUwNi00ZjNmLTlmODItMDVhOGJmYThmMTU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg,Ernesto 'Che Guevara small partisan army ill-fated revolutionary guerrilla war Bolivia South America
0470883,Magic Carpet Ride (2005),0258784 0149184 0015130 0259472 1031569 0948000 0477836 1981994 0869290 0758659,comedy drama,106,tr,tr,2005,0258784,7.4,34406,0285906,https://m.media-amazon.com/images/M/MV5BOTM4MjY0NTQ3OF5BMl5BanBnXkFtZTcwMjI5NjkzMQ@@.jpg,struggling suicidal young comedian car thief willing things profession
1478839,The Art of Racing in the Rain (2019),0000126 0893257 4467076 0393125 4547530 7739715 0170550 4848653 3148295 2254636,comedy drama romance sport,109,us,en it,2019,0193508,7.5,34404,0017497 0791194 0011134 0363822 0177664 0000756 0005073,https://m.media-amazon.com/images/M/MV5BZjU5ZTYzM2MtNDNhYi00YjU1LWE4MzEtODc0NmNlODZlMjlhXkEyXkFqcGdeQXVyNjg3MDMxNzU@.jpg,bond owner Formula One race car driver Denny golden retriever Enzo techniques racetrack journey life
2088003,Big Game (2014),0000168 2762369 0829032 0001255 0476011 0505971 0866918 0758709 0005031 0000980,action adventure comedy,90,fi gb de us,en fi,2014,1118351,5.4,34379,0613744 0309085 0043735 0522956 0368766 0331337 0121295 0362154 0351198 0298174,https://m.media-amazon.com/images/M/MV5BMjQxNTc1ODA1Ml5BMl5BanBnXkFtZTgwMTQ1NDM3NDE@.jpg,young teenager woods President United States Air Force campsite
6304162,Loveless (2017),3539159 3729612 9025090 5567710 1213235 6730651 5347629 0693009 0347881 9516428,drama,127,ru fr de be,ru pt uz,2017,1168657,7.6,34367,0040781 0049689 0057092 0075922 0063732 0024845 0056024 0014456 0028557 0075650,https://m.media-amazon.com/images/M/MV5BNzk2NmU3NmEtMTVhNS00NzJhLWE1M2ItMThjZjI5NWM3YmFmXkEyXkFqcGdeQXVyMjA1MzUyODk@.jpg,couple divorce son bitter arguments
0202677,The Way of the Gun (2000),0000202 0001125 0000496 0004875 0441588 0507212 0476378 0934113 0005138 0001001,action crime drama thriller,119,us,en es,2000,0003160,6.6,34366,0014903 0077965,https://m.media-amazon.com/images/M/MV5BMTAyNjEyMDEwMzBeQTJeQWpwZ15BbWU4MDczMjY1NDEy.jpg,criminal drifters sympathy get kidnapping ransom surrogate mother baby powerful shady man
0408985,Last Holiday (2006),0001451 0005112 0000459 0002064 0001860 0000367 0011038 1156944 0445825 0913465,comedy drama romance,112,us,en fr,2006,0911061,6.5,34344,0139808 0023400 0038131 0027956 0017390 0544909,https://m.media-amazon.com/images/M/MV5BMzY4ZjcxOTItNWQwOC00MmMxLTkzMjYtZmQwMTJiMGY5Y2JlXkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg,learning terminal illness shy woman possessions posh Central European hotel
0042041,White Heat (1949),0000010 0562920 0639529 0943618 0168215 0001893 0144082 0163939 0020665 0057092,action crime drama film-noir,114,us,en,1949,0909825,8.1,34343,0002663,https://m.media-amazon.com/images/M/MV5BZmI5NTA3MjItYzdhMi00MWMxLTg3OWMtYWQyYjg5MTFmM2U0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,psychopathic criminal mother complex daring break prison old gang chemical plant payroll heist
2275946,Redirected (2014),0005068 0931656 1534895 1173749 0833030 3046770 0764662 0810638 5171466 5171496,action comedy crime thriller,99,gb lt,en ru lt pl,2014,2543774,6.4,34334,0316817,https://m.media-amazon.com/images/M/MV5BYTA4YWQ5MzUtMzI1Zi00M2I4LWEzYmQtMzgxZTFlNDE2NzcwXkEyXkFqcGdeQXVyNDM1ODc2NzE@.jpg,friends money friend plot
2084989,Upstream Color (2013),1541272 1503403 2426419 4264573 1970303 3573550 5378132 4988211 5379821 1797014,drama sci-fi,96,us,en,2013,1503403,6.5,34304,0403699,https://m.media-amazon.com/images/M/MV5BMTQzMzQ4MDAyNF5BMl5BanBnXkFtZTcwNzE0MDk3OA@@.jpg,man woman life cycle ageless organism Identity illusion loose fragments wrecked lives
1381404,The Company You Keep (2012),0000602 0479471 0001046 0000215 0000560 0177933 0005024 0001804 0420955 0447695,drama thriller,125,us ca,en,2012,0000602,6.4,34295,0179337 0034515 0065717 0013909 0349997,https://m.media-amazon.com/images/M/MV5BMTQ0NDQxOTY3M15BMl5BanBnXkFtZTcwNTE0MTExOQ@@.jpg,journalist identity former Weather Underground activist run
0258470,Bubble Boy (2001),0350453 0001436 0005420 0001803 0002253 0873942 0792156 0313364 0186498 0818880,adventure comedy romance sci-fi,84,us,en,2001,0370911,5.7,34287,0069968 0049837 0049348,https://m.media-amazon.com/images/M/MV5BMTUwYjczNmItYzczNS00MDQwLTkxNDctN2MwYzI5YzhmNGU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Bubble Boy bubble life due immune system cute blonde girl BB boyfriend proposes BB USA Niagara Falls wedding
0104454,Howards End (1992),0000603 0000307 0071851 0000668 0768795 0535900 0447601 0000164 0928134 0714876,drama romance,142,gb jp us,en de,1992,0412465,7.4,34262,0055367 0086475 0008740 0030410 0090301 0090300 0000063,https://m.media-amazon.com/images/M/MV5BMTk3MDY3NDc2NF5BMl5BanBnXkFtZTgwODcwNjgzOTE@.jpg,businessman wife bequest estate woman
2358925,Unfinished Business (2015),0000681 0929489 2002649 1092227 2053085 4685212 3993221 0296545 0005188 7163049,comedy drama,91,de us,en,2015,0779433,5.4,34250,0007127 0007127 0035535 0053177,https://m.media-amazon.com/images/M/MV5BNGMwYjc3ZWEtNjMxNS00MzdkLWEwYWQtYWRkMDUwZWRhMjE5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg,hard-working small business owner associates Europe important deal lives routine business trip rails way imaginable unimaginable
0810988,The Nines (2007),0005351 0565250 0204706 1102577 0219292 0818055 1229520 0757993 0309691 2893243,drama fantasy mystery thriller,100,us,en ase es la,2007,0041864,6.2,34236,0017834 0021095,https://m.media-amazon.com/images/M/MV5BMTI5ODI5MTUzN15BMl5BanBnXkFtZTcwOTIwMTE1MQ@@.jpg,troubled actor television show runner acclaimed videogame designer lives mysterious unsettling ways
0056732,The Exterminating Angel (1962),0683831 0025954 0062593 0070748 0075251 0106055 0111610 0133106 0244041 0302620,drama fantasy,95,mx,es,1962,0000320,8.0,34235,0058239,https://m.media-amazon.com/images/M/MV5BZTg3M2ExY2EtZmI5Yy00YWM1LTg4NzItZWEzZTgxNzE2MjhhXkEyXkFqcGdeQXVyNDE5MTU2MDE@.jpg,guests upper-class dinner party unable
11127680,Boiling Point (2021),0334318 0733172 8420166 1110435 2648214 3142672 9287628 7501381 10251159 0002076,drama thriller,92,gb,en,2021,0053028,7.5,34232,0620540 0667406 0240293 0778173 0459072 0758720 0867763 0781559 0373555 0193079,https://m.media-amazon.com/images/M/MV5BNzRkOTQ1NWYtY2QxMi00MWQ2LTg5Y2ItNzk5NTBhNDBhNGU1XkEyXkFqcGdeQXVyNDgyMjg4Ng@@.jpg,Enter relentless pressure restaurant kitchen head chef team busiest day year
0280760,Igby Goes Down (2002),0001085 0000132 0000156 0364813 0001605 0000202 0000597 0000215 0191412 0848534,comedy drama,98,us de,en,2002,0824882,6.9,34217,0026841 0013156 0061179 0069136 0068644,https://m.media-amazon.com/images/M/MV5BNjcxMjdmZGUtNDIwYS00YjQ5LWI1ZTctYjRlM2NkMTViNDAzXkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,young man peculiar upbringing renders unable cope struggle
0068408,Conquest of the Planet of the Apes (1972),0001522 0614916 0001544 0874353 0722440 0201089 0905998 0709907 0562834 0943894,action sci-fi,88,us,en,1972,0496746,6.1,34200,0000756 0007764,https://m.media-amazon.com/images/M/MV5BZDQ3YTAzODctN2Q5OS00ZTM5LTk0ZjMtNTM3YzRjZGFmZjIyXkEyXkFqcGdeQXVyNTIzOTk5ODM@.jpg,futuristic world ape slavery Caesar son late simians Cornelius Zira surfaces twenty years authorities prepares slave revolt humanity
12749596,Host (2020),3749687 6654155 8772807 7525711 1239899 8922574 11775784 7220217 7247890 6359236,horror mystery,57,gb,en,2020,3699074,6.5,34174,0636742,https://m.media-amazon.com/images/M/MV5BOTY1YTk5ZTQtZTUyZi00MTNjLWFiZmMtZTRkZGQwODFhZDYxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@.jpg,Six medium seance Zoom lockdown things wrong
0483726,Man of the Year (2006),0000245 0000686 0001473 0085400 0000156 0022351 0199931 0275486 0688132 0614921,comedy drama romance thriller,115,us,en,2006,0001469,6.2,34164,0033472 0866413,https://m.media-amazon.com/images/M/MV5BMTM0NzQxMjk0OV5BMl5BanBnXkFtZTcwMDUyNDgzMQ@@.jpg,comedian news satire program president computerized voting machine malfunction
3824458,Tangerine (2015),6702770 4924757 1199489 1551040 0876498 0710447 3440452 4158977 0250049 0471381,comedy crime drama,88,us,en hy es,2015,0048918,7.1,34141,0362036 0118724 0152336 0282631,https://m.media-amazon.com/images/M/MV5BMjEzNzY2NjYwOV5BMl5BanBnXkFtZTgwOTY1MDU1NTE@.jpg,hooker Tinseltown Christmas Eve pimp heart
7485048,Super 30 (2019),0004335 7021807 5446189 0768297 0802218 0820282 10203648 2690647 8666232 2460840,biography drama,154,in,hi,2019,2134474,7.9,34120,0403324 0749376 0183118 0362371 0336601,https://m.media-amazon.com/images/M/MV5BMWQzM2Y0ZDQtYjA1MS00YmUzLWFiMGQtZTliZWM1MWRiNDZhXkEyXkFqcGdeQXVyNTE2MzU4OTA@.jpg,life Patna-based mathematician Anand Kumar famed Super program IIT aspirants Patna
0074751,King Kong (1976),0000313 0001301 0001448 0709907 0041281 0364918 0641172 0277344 0491590 0604017,adventure horror,134,us,en,1976,0347086,5.9,34105,0014380,https://m.media-amazon.com/images/M/MV5BYWNlNjlmYjktNjhiNy00YTQzLWEzYTUtYzc0MDdjYTlmNzUyXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg,petroleum exploration expedition isolated island colossal giant gorilla
0118747,Blues Brothers 2000 (1998),0505979 0000101 0205569 0000568 0426211 0454475 0293466 0094581 0805171 0608012,action comedy crime music musical,123,us,en ru,1998,0000484,4.9,34097,0005073,https://m.media-amazon.com/images/M/MV5BMGUyODE5ODAtZTIzNy00NDg4LTlhOTQtMTQ0MzU0MTdmZDFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,Elwood old band new members Mission God
8361028,Cam (2018),5483400 1113773 0001828 4917921 1944254 0218749 1265612 6231136 2498781 7292374,drama horror mystery thriller,94,us,en,2018,3771823,5.9,34097,0477903 0098315 0581611,https://m.media-amazon.com/images/M/MV5BYWYwZDg4Y2YtN2RiYS00YTJlLTkyNTctNjJlZjVjMmQzMmNiXkEyXkFqcGdeQXVyMjY5ODI4NDk@.jpg,Alice ambitious camgirl day show exact replica
10521092,The Forgotten Battle (2020),4714014 7370588 2205858 0082052 0271657 7388732 3174795 5400860 5005748 10685833,drama war,124,nl be,nl de en,2020,0374048,7.1,34096,0733207 0169332 0002171,https://m.media-amazon.com/images/M/MV5BM2MzMzRlMTctM2QxMC00NTBiLWIwMTctMzEzODZmOGIxMjdhXkEyXkFqcGdeQXVyMjAyMDMyMzU@.jpg,Second World War British glider pilot Dutch boy German side Dutch female resistance member Battle Schelde choices goal freedom
0070544,Fantastic Planet (1973),1980761 0062010 0867622 0885286 0502156 1092533 0058246 0487779 0379587 0430562,animation sci-fi,72,fr cshh,fr cs,1973,0482537,7.7,34092,0048010 0000880 0011981 0114175 0114183 0073149,https://m.media-amazon.com/images/M/MV5BMjE2MGFlNDctNjFkNS00NzBmLTkwMTUtNzZhYzg5ZTZiZjM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@.jpg,faraway planet blue giants rule humanoids rebel machine-like leaders
0100140,Mermaids (1990),0000333 0001364 0000213 0001706 0000207 0574797 0591149 0870088 0568461 0687560,comedy drama romance,110,us,en,1990,0000907,6.7,34088,0001995,https://m.media-amazon.com/images/M/MV5BYTRiNjIwYjAtZWZmNC00Y2ZmLTk3ODgtMTBmNDRlYzNiOGQ2XkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,unconventional single mother daughters small Massachusetts town number events relationships challenge familial bonds
1441912,The Way (2010),0000640 0000389 0000679 0905691 0626362 0059932 0261729 1256362 5099511 0308208,comedy drama,123,es us,en es fr ca it,2010,0000389,7.3,34086,0188849 0707570 0082095,https://m.media-amazon.com/images/M/MV5BM2ZkMGViZDYtYzhmZi00MDlkLWFhZDktNTAwM2ZhY2ExNTFkXkEyXkFqcGdeQXVyMTQ4NjgzNA@@.jpg,father body estranged son El camino Santiago pilgrimage
0052893,Hiroshima Mon Amour (1959),0728938 0645402 0202072 0053289 0294401 0514263,drama romance,90,fr jp,fr ja en,1959,0720297,7.9,34080,0048010 0062516 0067278 0026481 0037895,https://m.media-amazon.com/images/M/MV5BMzY2NTA1MzUwN15BMl5BanBnXkFtZTgwOTc4NTU4MjE@.jpg,French actress anti-war film Hiroshima affair married Japanese architect share perspectives war
0458413,A Long Way Down (2014),0000112 0001057 1782299 0666739 5404744 3771184 0239017 0103415 0000554 0252936,comedy drama,96,gb de,en,2014,0154312,6.3,34079,0005838 0103694 0248827 0197272,https://m.media-amazon.com/images/M/MV5BMTc0MTg0MDI2Ml5BMl5BanBnXkFtZTgwNzM4MDYwMTE@.jpg,people New Year Eve surrogate family difficulties lives
12263384,Extraction II (2023),1165110 0267042 5575653 4310467 13721024 1578782 14948146 4121075 9627477 14948147,action thriller,122,us,de ka fr en,2023,1092087,7.2,34930,0295628 0111265 0144901 0017390 0638081 0969244,https://m.media-amazon.com/images/M/MV5BZjg5MTM4N2QtN2RlMS00NzBlLTg3NDktM2ExZDNmMmExMGU3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg,grievous wounds mission Dhaka Bangladesh Tyler Rake team ready next mission
9606374,On the Rocks (2020),0000195 0429069 0005541 3725055 2809577 10701751 9193673 9193672 0000828 8943180,comedy drama romance,96,us,en,2020,0001068,6.4,34079,0390816 0020958,https://m.media-amazon.com/images/M/MV5BZTEwY2M0NzAtYjBiMi00Yzg3LWE0ZGYtYTYwODEzMWU0MDFhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg,young mother reconnects larger-than-life playboy father adventure New York
